C_ANT,C_VIG,C_MAD,C_NMAD,C_REG,NOM_REG,C_DEPEND,DEPEN,PERTEN,TIPO,AMBITO,URGENCIA,CERTIFICA,DEPEN_A,NIVEL,NOMBRE,C_COM,NOM_COM,VIA,NUMERO,DIRECCION,FONO,F_INICIO,F_REAPER,SAPU,F_CAMBIO,TIPO_CAMB,LATITUD,LONGITUD,PRESTADOR,ESTADO,NIVEL_COM,MODALIDAD
22-103,122103,No Aplica,No Aplica,14,Región De Los Ríos,22,Servicio de Salud Valdivia,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Lanco,14103,Lanco,Calle,S/N,Santiago ,632264650,37987,No Aplica,No Aplica,No Aplica,Sin cambio,-39.452096,-72.768424,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
22-104,122104,No Aplica,No Aplica,14,Región De Los Ríos,22,Servicio de Salud Valdivia,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Juan Morey (La Unión),14201,La Unión,Calle,S/N,Arturo Prat ,642335200,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-40.284563,-73.076009,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
22-105,122105,No Aplica,No Aplica,14,Región De Los Ríos,22,Servicio de Salud Valdivia,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Río Bueno,14204,Río Bueno,Calle,1521,Ejército Libertador ,642335350,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-40.334842,-72.95047,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
22-106,122106,No Aplica,No Aplica,14,Región De Los Ríos,22,Servicio de Salud Valdivia,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Paillaco,14107,Paillaco,Calle,715,Gabriela Mistral,632264200,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-40.071762,-72.866485,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
22-200,122200,No Aplica,No Aplica,14,Región De Los Ríos,22,Servicio de Salud Valdivia,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Santa Elisa de San José de la Mariquina,14106,Mariquina,Calle,955,García Reyes ,632264280,31778,No Aplica,No Aplica,No Aplica,Pasa de ser Delegado a dependiente del SS Salud y cambia de nombre 31/12/2015,-39.541263,-72.965729,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
22-201,122201,No Aplica,No Aplica,14,Región De Los Ríos,22,Servicio de Salud Valdivia,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Delegados ,Primario-Secundario ( Por confirmar),Hospital Padre Bernabé de Lucerna (Panguipulli) (D),14108,Panguipulli,Calle,342,Eduardo Cruz Coke,632242200,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-39.640676,-72.342377,Pendiente,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
23-100,123100,No Aplica,No Aplica,10,Región De Los Lagos,23,Servicio de Salud Osorno,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Hospital Base San José de Osorno,10301,Osorno,Calle,1765,Guillermo Buhler,642336200,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-40.5883,-73.127785,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
23-101,123101,No Aplica,No Aplica,10,Región De Los Lagos,23,Servicio de Salud Osorno,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Terciario,Hospital de Purranque Dr. Juan Hepp Dubiau,10303,Purranque,Calle,468,21 de mayo,642335870,39814,No Aplica,No Aplica,No Aplica,Cambio de Complejidad de Baja a Mediana,-40.913644,-73.153883,Público ,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
23-102,123102,No Aplica,No Aplica,10,Región De Los Lagos,23,Servicio de Salud Osorno,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Río Negro,10305,Río Negro,Calle,791,Arturo Prat ,642336888,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-40.802425,-73.216531,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
23-103,123103,No Aplica,No Aplica,10,Región De Los Lagos,23,Servicio de Salud Osorno,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Puerto Octay,10302,Puerto Octay,Calle,601,Pedro Montt ,642335932,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-40.972564,-72.883184,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
23-104,123104,No Aplica,No Aplica,10,Región De Los Lagos,23,Servicio de Salud Osorno,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Futa Sruka Lawenche Kunko Mapu Mo,10306,San Juan de la Costa,Calle,S/N,Sector Lafquelmapu S/N Msión San Juan de la Costa,642335463,39814,No Aplica,No Aplica,No Aplica,Cambio de Nombre,-40.487955,-73.405041,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
23-105,123105,No Aplica,No Aplica,10,Región De Los Lagos,23,Servicio de Salud Osorno,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Pu Mulen Quilacahuín,10307,San Pablo,Calle,S/N,Quilacahuín ,642335471,39814,No Aplica,No Aplica,No Aplica,Cambio de Nombre,-40.367661,-73.261509,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
24-105,124105,No Aplica,No Aplica,10,Región De Los Lagos,24,Servicio de Salud Del Reloncaví,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Hospital de Puerto Montt,10101,Puerto Montt,Calle,63,Los Aromos,652490010,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-41.44855,-72.957342,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
24-110,124110,No Aplica,No Aplica,10,Región De Los Lagos,24,Servicio de Salud Del Reloncaví,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Llanquihue,10107,Llanquihue,Calle,645,Erardo Werner,652326781,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-41.256468,-73.010592,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
24-115,124115,No Aplica,No Aplica,10,Región De Los Lagos,24,Servicio de Salud Del Reloncaví,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Frutillar,10105,Frutillar,Calle,S/N,Las Piedras ,652326929,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-41.138081,-73.031515,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
24-120,124120,No Aplica,No Aplica,10,Región De Los Lagos,24,Servicio de Salud Del Reloncaví,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Fresia,10104,Fresia,Calle,301,San José,652328749,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-41.155319,-73.422972,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
24-125,124125,No Aplica,No Aplica,10,Región De Los Lagos,24,Servicio de Salud Del Reloncaví,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Maullín,10108,Maullín,Calle,136,Gabriela Mistral ,652326670,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-41.616851,-73.598474,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
24-130,124130,No Aplica,No Aplica,10,Región De Los Lagos,24,Servicio de Salud Del Reloncaví,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Calbuco,10102,Calbuco,Calle,450,Eulogio Goycolea,652328840,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-41.769823,-73.133167,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
24-140,124140,No Aplica,No Aplica,10,Región De Los Lagos,24,Servicio de Salud Del Reloncaví,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Palena,10404,Palena,Calle,641,Pudeto ,652741322,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-43.617898,-71.808068,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
24-145,124145,No Aplica,No Aplica,10,Región De Los Lagos,24,Servicio de Salud Del Reloncaví,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Futaleufú,10402,Futaleufú,Calle,382,Balmaceda ,652326800,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-43.183387,-71.869068,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
25-100,125100,No Aplica,No Aplica,11,Región De Aysén del General Carlos Ibañez del Campo,25,Servicio de Salud Aisén,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Hospital Regional (Coihaique),11101,Coyhaique,Calle,68,Jorge Ibar,672262003,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-45.568399,-72.073423,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
25-101,125101,No Aplica,No Aplica,11,Región De Aysén del General Carlos Ibañez del Campo,25,Servicio de Salud Aisén,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Terciario,Hospital de Puerto Aysén,11201,Aisén,Calle,180,Yussef Laibe,672262830,30317,No Aplica,No Aplica,No Aplica,Cambio de Complejidad y dirección,-45.408518,-72.683815,Público ,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
25-102,125102,No Aplica,No Aplica,11,Región De Aysén del General Carlos Ibañez del Campo,25,Servicio de Salud Aisén,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Dr. Leopoldo Ortega R. (Chile Chico),11401,Chile Chico,Calle,275,Lautaro ,672261411,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-46.541656,-71.725104,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
25-103,125103,No Aplica,No Aplica,11,Región De Aysén del General Carlos Ibañez del Campo,25,Servicio de Salud Aisén,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Lord Cochrane,11301,Cochrane,Calle,S/N,Bernardo O'Higgins ,672261331,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-47.255574,-72.570726,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
25-104,125104,No Aplica,No Aplica,11,Región De Aysén del General Carlos Ibañez del Campo,25,Servicio de Salud Aisén,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Dr. Jorge Ibar (Cisnes),11202,Cisnes,Calle,869,Rafael Sotomayor,672261302,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-44.726032,-72.680784,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
26-100,126100,No Aplica,No Aplica,12,Región De Magallanes y de la Antártica Chilena,26,Servicio de Salud Magallanes,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Hospital Clínico de Magallanes Dr. Lautaro Navarro Avaria,12101,Punta Arenas,Calle,1364,Los Flamencos,612293000,30636,No Aplica,No Aplica,No Aplica,Sin cambio,-53.12215,-70.896232,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
26-101,126101,No Aplica,No Aplica,12,Región De Magallanes y de la Antártica Chilena,26,Servicio de Salud Magallanes,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Terciario,Hospital Dr. Augusto Essmann Burgos ( Natales),12401,Natales,Calle,537,Ignacio Carrera Pinto ,612291012,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-51.730327,-72.506046,Público ,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
26-102,126102,No Aplica,No Aplica,12,Región De Magallanes y de la Antártica Chilena,26,Servicio de Salud Magallanes,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Dr. Marco Antonio Chamorro ( Porvenir),12301,Porvenir,Calle,480,Carlos Wood ,612291800,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-53.298162,-70.358384,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
26-200,126200,No Aplica,No Aplica,12,Región De Magallanes y de la Antártica Chilena,12,SEREMI De Magallanes y la Antártica Chilena,No Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Fuerzas Armadas y de Orden (FFAA),Terciario,Hospital FFAA Cirujano Guzmán,12101,Punta Arenas,Avenida,256,Bulnes,612207500,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-53.154624,-70.901345,Fuerzas Armadas y de Orden,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
26-204,126204,No Aplica,No Aplica,12,Región De Magallanes y de la Antártica Chilena,26,Servicio de Salud Magallanes,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Delegados ,Terciario,Hospital Naval (Puerto Williams) (D),12201,Cabo de Hornos,Calle,56,"Mc Intyre, Puerto Williams",612624328,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-54.934374,-67.608895,Pendiente,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
26-704,126704,No Aplica,No Aplica,12,Región De Magallanes y de la Antártica Chilena,26,Servicio de Salud Magallanes,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Comunitario Cristina Calderón de Puerto Williams,12201,Cabo de Hornos,Calle,246,O'Higgins,612453636 Red 613636,39814,No Aplica,No Aplica,No Aplica,De Cecosf a Hospital de Baja Complejidad,-54.935209,-67.600393,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
28-109,128109,No Aplica,No Aplica,8,Región Del Bíobío,28,Servicio de Salud Arauco,Perteneciente,Hospital,Establecimiento de Salud,SI,Invitados a ser EAR,Servicio de Salud,Terciario,Hospital Provincial Dr. Rafael Avaría (Curanilahue),8205,Curanilahue,Avenida,111,Bernardo O'Higgins ,412725480,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-37.473676,-73.348238,Público ,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
28-110,128110,No Aplica,No Aplica,8,Región Del Bíobío,28,Servicio de Salud Arauco,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Lebu,8201,Lebu,Calle,54,Dr. Octavio Orellana Fuentes,412724500,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-37.610344,-73.659732,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
28-111,128111,No Aplica,No Aplica,8,Región Del Bíobío,28,Servicio de Salud Arauco,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Intercultural Kallvu Llanka (Cañete),8203,Cañete,Calle,S/N,"Ruta P-60-R, Esquina Ruta P-520. Entrada Norte",412724100,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-37.782106,-73.385438,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
28-112,128112,No Aplica,No Aplica,8,Región Del Bíobío,28,Servicio de Salud Arauco,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Contulmo,8204,Contulmo,Calle,1075,Las Araucarias,412724150,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.020181,-73.232263,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
28-113,128113,No Aplica,No Aplica,8,Región Del Bíobío,28,Servicio de Salud Arauco,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital San Vicente de Arauco,8202,Arauco,Calle,S/N,Caupolicán ,412725820,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-37.250717,-73.317625,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
29-100,129100,No Aplica,No Aplica,9,Región De La Araucanía,29,Servicio de Salud Araucanía Norte,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Hospital Dr. Mauricio Heyermann (Angol),9201,Angol,Calle,752,Ilabaca ,452551111,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-37.794444,-72.705669,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
29-101,129101,No Aplica,No Aplica,9,Región De La Araucanía,29,Servicio de Salud Araucanía Norte,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Purén,9208,Purén,Calle,1562,Imperial ,452555700,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.038729,-73.074992,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
29-103,129103,No Aplica,No Aplica,9,Región De La Araucanía,29,Servicio de Salud Araucanía Norte,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Collipulli,9202,Collipulli,Calle,647,Bulnes ,452552378,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-37.960078,-72.435982,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
29-104,129104,No Aplica,No Aplica,9,Región De La Araucanía,29,Servicio de Salud Araucanía Norte,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Terciario,Hospital Dr. Dino Stagno M.(Traiguén),9210,Traiguén,Calle,751,21 de Mayo,452555539,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.24285,-72.671645,Público ,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
29-106,129106,No Aplica,No Aplica,9,Región De La Araucanía,29,Servicio de Salud Araucanía Norte,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Hospital San José de Victoria,9211,Victoria,Calle,1100,Dartnell,452555929,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.233942,-72.340159,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
29-107,129107,No Aplica,No Aplica,9,Región De La Araucanía,29,Servicio de Salud Araucanía Norte,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Dr. Oscar Hernández E.(Curacautín),9203,Curacautín,Calle,S/N,Serrano ,452551800,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.439331,-71.891355,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
29-108,129108,No Aplica,No Aplica,9,Región De La Araucanía,29,Servicio de Salud Araucanía Norte,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Lonquimay,9205,Lonquimay,Calle,1060,O'Higgins,452557500,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-38.455032,-71.369175,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
33-150,133150,No Aplica,No Aplica,10,Región De Los Lagos,33,Servicio de Salud Chiloé,Perteneciente,Hospital,Establecimiento de Salud,SI,Autogestionado en Red ( EAR),Servicio de Salud,Terciario,Hospital de Castro,10201,Castro,Calle,852,Freire ,652650548,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-42.477043,-73.76933,Público ,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
33-155,133155,No Aplica,No Aplica,10,Región De Los Lagos,33,Servicio de Salud Chiloé,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Terciario,Hospital de Ancud,10202,Ancud,Calle,301,Almirante Latorre ,652656356,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-41.86523,-73.823832,Público ,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
33-160,133160,No Aplica,No Aplica,10,Región De Los Lagos,33,Servicio de Salud Chiloé,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Comunitario de Achao,10210,Quinchao,Calle,16,Riquelme ,652328800,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-42.469562,-73.494599,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
33-165,133165,No Aplica,No Aplica,10,Región De Los Lagos,33,Servicio de Salud Chiloé,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Quellón,10208,Quellón,Calle,305,Dr. Ahues ,652326632,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-43.115089,-73.617061,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
33-170,133170,No Aplica,No Aplica,10,Región De Los Lagos,33,Servicio de Salud Chiloé,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital Comunitario de Queilén,10207,Queilén,Calle,331,Rene Cárcamo,652328820,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-42.890237,-73.473141,Público ,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
12-950,200050,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Privado,Terciario,Hospital Clínico Universidad de Los Andes,13114,Las Condes,Avenida,2501,Plaza,226183000,41787,No Aplica,No Aplica,No Aplica,Sin cambio,-33.40656,-70.50017,Privado,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
24-976,200076,No Aplica,No Aplica,10,Región De Los Lagos,24,Servicio de Salud Del Reloncaví,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Primario-Secundario ( Por confirmar),Hospital de Chaitén,10401,Chaitén,Calle,153,Ignacio Carrera Pinto,652731344,41886,No Aplica,No Aplica,No Aplica,Sin cambio,-42.918615,-72.710261,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
24-904,200336,24-010,124010,10,Región De Los Lagos,24,Servicio de Salud Del Reloncaví,Perteneciente,Hospital de Dia Infanto Adolescente ,Establecimiento de Salud,NO,NO,Servicio de Salud,Secundario,Hospital de Día Infanto Adolescente Rayen Milla,10101,Puerto Montt,Calle,11,Quellon,652237562,42443,No Aplica,No Aplica,No Aplica,Sin cambio,-41.462193,-72.931243,Público ,Vigente en operación ,Mediana Complejidad,Atención Abierta-Ambulatoria
03-922,200563,No Aplica,No Aplica,2,Región De Antofagasta,2,SEREMI De Antofagasta,No Perteneciente,Hospital,Establecimiento de Salud,NO,NO,Privado,Terciario,Hospital Clínico Universidad de Antofagasta,2101,Antofagasta,Avenida,1962,Argentina,996210121,43482,No Aplica,No Aplica,No Aplica,Sin cambio,-23.660129,-70.395766,Privado,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
21-932,200717,No Aplica,No Aplica,9,Región De La Araucanía,21,Servicio de Salud Araucanía Sur,Perteneciente,Hospital,Establecimiento de Salud,SI,NO,Servicio de Salud,Secundario,Complejo Asistencial Padre las Casas,9112,Padre Las Casas,Ruta,1398,"Ruta 194, Km 0,7 Localidad de Makewe",Red Minsal 450070,43956,No Aplica,No Aplica,No Aplica,Puesta en marcha adelantada por el Minsal por la Contingencia de COVID-19,-38.772902,-72.626722,Público ,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
01-923,201017,No Aplica,No Aplica,15,Región De Arica Parinacota,15,SEREMI De Arica y Parinacota,No Perteneciente,Hospital,Establecimiento de Salud,NO,NO,Gendamería,Pendiente,Complejo Penitenciario Femenino de Arica,15101,Arica,Ruta A-5 km,S/N KM 2063,Cuesta de  Ancha,582386433,44223,No Aplica,No Aplica,No Aplica,Sin cambio,-18.548566,-70.248665,Gendarmería,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
201042,201042,No Aplica,No Aplica,14,Región De Los Ríos,22,Servicio de Salud Valdivia,Perteneciente,Hospital de Dia ,Establecimiento de Salud,NO,NO,Servicio de Salud,Secundario,HOSPITAL DE DIA ADULTO,14101,Valdivia,Calle,1075,TORNAGALEONES ,632239314, 20-07-2009,No Aplica,No Aplica,No Aplica,Sin cambio,-39.831662,-73.238406,Público ,Vigente en operación ,Mediana Complejidad,Atención Abierta-Ambulatoria
